Edad,Nivel_Educativo,Experiencia_Anios,Industria,Ubicación,Género,Horas_Semanales,Sueldo_Anual
60,Doctorado,37,Retail,Europa,Masculino,37,112139.97
62,Máster,42,Salud,Latinoamérica,Otro,49,83337.65
63,Bachillerato,40,Salud,Europa,Otro,54,160823.26
59,Licenciatura,35,Educación,EE.UU.,Masculino,46,118653.36
59,Bachillerato,39,Educación,EE.UU.,Otro,42,107704.1
43,Doctorado,22,Tecnología,Europa,Masculino,54,151567.38
22,Licenciatura,2,Educación,Europa,Otro,44,57013.99
36,Licenciatura,12,Manufactura,Asia,Masculino,31,51422.5
27,Licenciatura,6,Manufactura,Europa,Masculino,37,63769.56
49,Licenciatura,31,Tecnología,Latinoamérica,Femenino,30,86187.94
54,Máster,31,Retail,Asia,Masculino,42,71621.18
59,Licenciatura,41,Educación,Asia,Femenino,33,81546.58
64,Máster,41,Retail,Europa,Otro,50,124809.15
64,Bachillerato,40,Educación,Europa,Femenino,37,120541.8
27,Máster,3,Tecnología,Europa,Femenino,50,99423.4
40,Bachillerato,17,Salud,EE.UU.,Masculino,49,90689.65
39,Licenciatura,19,Educación,Europa,Femenino,49,80472.52
29,Máster,8,Retail,EE.UU.,Otro,34,82312.32
22,Licenciatura,4,Salud,Europa,Femenino,55,79412.42
28,Bachillerato,10,Educación,Latinoamérica,Masculino,47,26411.29
35,Doctorado,13,Salud,EE.UU.,Femenino,42,128413.56
24,Máster,2,Salud,EE.UU.,Femenino,47,95905.68
52,Licenciatura,28,Tecnología,Europa,Femenino,40,146927.96
29,Licenciatura,5,Educación,Asia,Masculino,34,40160.14
32,Licenciatura,9,Educación,Latinoamérica,Otro,59,30876.58
34,Máster,9,Finanzas,EE.UU.,Masculino,54,125592.22
53,Máster,34,Finanzas,Asia,Masculino,58,134247.43
59,Licenciatura,40,Retail,Europa,Otro,48,118482.83
65,Bachillerato,47,Retail,Asia,Masculino,56,62138.86
43,Máster,23,Tecnología,EE.UU.,Otro,51,142326.16
50,Licenciatura,30,Tecnología,EE.UU.,Masculino,49,141099.63
22,Doctorado,0,Finanzas,Asia,Otro,51,82995.4
28,Máster,7,Salud,Europa,Otro,42,100590.01
58,Doctorado,37,Tecnología,Latinoamérica,Masculino,33,89446.17
59,Licenciatura,39,Educación,Latinoamérica,Femenino,33,57644.49
51,Máster,31,Salud,Europa,Masculino,56,155901.49
64,Licenciatura,46,Educación,Europa,Masculino,30,136113.99
32,Licenciatura,8,Finanzas,Latinoamérica,Otro,48,44631.51
32,Licenciatura,7,Finanzas,Europa,Otro,54,85976.61
42,Licenciatura,20,Salud,Latinoamérica,Femenino,46,67189.72
59,Bachillerato,36,Educación,Latinoamérica,Femenino,30,56954.91
30,Licenciatura,10,Manufactura,Latinoamérica,Femenino,30,35557.72
25,Licenciatura,5,Finanzas,Europa,Masculino,33,95137.34
31,Doctorado,9,Retail,Asia,Masculino,36,45851.51
63,Bachillerato,41,Salud,EE.UU.,Otro,34,179232.89
38,Bachillerato,14,Finanzas,EE.UU.,Otro,43,123050.42
41,Licenciatura,20,Educación,Asia,Otro,45,50759.13
37,Bachillerato,16,Retail,Europa,Otro,38,52749.35
50,Licenciatura,25,Finanzas,EE.UU.,Masculino,38,162825.19
22,Bachillerato,0,Educación,Europa,Femenino,49,32984.48
46,Licenciatura,27,Educación,Asia,Femenino,52,66007.75
44,Licenciatura,21,Tecnología,Europa,Masculino,32,120278.36
22,Licenciatura,0,Tecnología,Latinoamérica,Femenino,47,31730.16
23,Máster,4,Educación,EE.UU.,Femenino,44,75344.05
26,Doctorado,2,Salud,Asia,Femenino,43,68723.73
45,Máster,26,Retail,Europa,Masculino,53,96007.75
58,Máster,40,Salud,EE.UU.,Masculino,31,175836.58
40,Licenciatura,22,Salud,Asia,Masculino,52,74936.74
22,Licenciatura,0,Finanzas,EE.UU.,Masculino,51,83723.42
58,Licenciatura,34,Finanzas,EE.UU.,Otro,50,185783.86
46,Licenciatura,26,Finanzas,Europa,Otro,58,141329.28
30,Licenciatura,10,Salud,Latinoamérica,Femenino,47,50024.7
51,Licenciatura,32,Tecnología,Latinoamérica,Masculino,30,76224.13
37,Licenciatura,17,Retail,EE.UU.,Masculino,38,80035.99
61,Bachillerato,40,Retail,EE.UU.,Masculino,43,100112.0
46,Licenciatura,23,Manufactura,Latinoamérica,Otro,45,52389.91
58,Máster,36,Salud,Europa,Masculino,49,171228.46
56,Licenciatura,31,Manufactura,Latinoamérica,Femenino,55,64345.08
23,Máster,5,Retail,Asia,Femenino,33,43030.65
51,Licenciatura,27,Manufactura,Asia,Otro,45,67494.85
65,Licenciatura,40,Salud,EE.UU.,Otro,59,159183.91
57,Licenciatura,39,Educación,Latinoamérica,Femenino,48,54199.18
51,Licenciatura,31,Retail,Latinoamérica,Femenino,30,48553.57
63,Licenciatura,38,Salud,Europa,Femenino,41,133257.46
30,Máster,10,Educación,EE.UU.,Femenino,47,96171.01
52,Máster,30,Manufactura,Asia,Masculino,36,96352.97
34,Máster,9,Educación,Latinoamérica,Masculino,41,36556.12
37,Licenciatura,14,Retail,Europa,Femenino,42,55913.77
47,Licenciatura,26,Salud,EE.UU.,Masculino,31,133452.41
54,Licenciatura,33,Finanzas,Latinoamérica,Masculino,38,77143.78
33,Licenciatura,14,Manufactura,Asia,Femenino,48,48214.87
62,Licenciatura,44,Tecnología,Europa,Masculino,57,173442.49
35,Máster,15,Educación,Asia,Femenino,36,52000.78
58,Licenciatura,36,Tecnología,Latinoamérica,Femenino,53,90499.5
50,Máster,27,Educación,EE.UU.,Otro,30,121944.26
31,Máster,10,Tecnología,Asia,Otro,53,80885.17
61,Doctorado,43,Educación,Asia,Femenino,38,99879.09
34,Licenciatura,10,Salud,Asia,Femenino,41,55936.89
63,Bachillerato,45,Retail,Asia,Otro,42,67141.13
61,Licenciatura,39,Salud,Latinoamérica,Otro,43,93885.21
49,Licenciatura,30,Tecnología,Asia,Femenino,52,100256.6
65,Bachillerato,45,Educación,Asia,Otro,35,90611.07
32,Licenciatura,10,Finanzas,EE.UU.,Femenino,35,126748.7
51,Licenciatura,26,Salud,EE.UU.,Femenino,55,131308.93
38,Licenciatura,19,Manufactura,Europa,Otro,32,88636.22
45,Máster,22,Salud,Europa,Otro,31,132791.83
34,Bachillerato,13,Tecnología,Europa,Otro,36,89448.21
48,Bachillerato,23,Tecnología,Latinoamérica,Masculino,52,63935.72
55,Licenciatura,31,Educación,Latinoamérica,Femenino,49,49743.05
26,Licenciatura,3,Educación,Asia,Otro,39,39080.19
23,Máster,0,Salud,Europa,Masculino,36,71025.07
46,Licenciatura,23,Finanzas,Europa,Masculino,32,122040.1
55,Bachillerato,32,Finanzas,Europa,Femenino,53,160873.16
36,Licenciatura,12,Retail,Europa,Masculino,38,54305.4
26,Máster,6,Salud,Latinoamérica,Femenino,31,54072.67
29,Licenciatura,4,Educación,Latinoamérica,Femenino,54,30071.96
24,Licenciatura,4,Finanzas,Latinoamérica,Masculino,30,51161.14
25,Bachillerato,1,Educación,Europa,Femenino,41,32491.38
53,Licenciatura,34,Educación,EE.UU.,Femenino,36,104841.29
54,Bachillerato,35,Retail,Europa,Otro,46,86433.88
63,Licenciatura,41,Finanzas,EE.UU.,Femenino,42,237675.75
61,Licenciatura,37,Finanzas,Asia,Masculino,50,109607.66
58,Bachillerato,40,Educación,Europa,Femenino,48,91165.4
27,Bachillerato,9,Retail,EE.UU.,Otro,51,44454.33
30,Licenciatura,6,Tecnología,EE.UU.,Femenino,43,81361.52
30,Bachillerato,5,Educación,Europa,Masculino,57,38024.34
26,Licenciatura,1,Salud,Asia,Masculino,46,45652.53
31,Licenciatura,13,Educación,Europa,Otro,38,76821.08
47,Bachillerato,22,Tecnología,Latinoamérica,Femenino,33,64304.55
25,Licenciatura,5,Educación,Asia,Femenino,55,40125.25
54,Máster,29,Tecnología,Latinoamérica,Otro,39,74898.82
46,Licenciatura,28,Educación,Latinoamérica,Masculino,43,58176.0
35,Licenciatura,13,Retail,Europa,Masculino,54,59078.95
42,Doctorado,24,Manufactura,Asia,Masculino,47,76196.9
53,Máster,32,Tecnología,Europa,Otro,45,161867.99
29,Máster,9,Salud,Latinoamérica,Otro,54,61272.18
24,Licenciatura,4,Salud,EE.UU.,Otro,36,85621.55
54,Doctorado,35,Educación,Asia,Masculino,50,97805.96
30,Máster,7,Tecnología,Asia,Masculino,34,72935.38
47,Licenciatura,28,Tecnología,Europa,Femenino,55,148512.23
26,Bachillerato,3,Finanzas,EE.UU.,Otro,55,75238.71
59,Bachillerato,35,Manufactura,Asia,Masculino,33,77119.78
43,Doctorado,24,Manufactura,EE.UU.,Femenino,53,162618.15
31,Máster,12,Educación,EE.UU.,Femenino,34,80460.26
23,Bachillerato,2,Retail,EE.UU.,Masculino,33,43338.86
47,Licenciatura,28,Manufactura,Asia,Femenino,40,70652.11
29,Licenciatura,8,Tecnología,EE.UU.,Femenino,42,106782.82
42,Máster,21,Educación,Latinoamérica,Otro,39,58218.27
55,Licenciatura,33,Retail,Latinoamérica,Femenino,30,53689.97
64,Bachillerato,39,Finanzas,Asia,Masculino,35,107460.04
39,Licenciatura,17,Manufactura,Latinoamérica,Masculino,35,45477.13
27,Máster,8,Educación,EE.UU.,Femenino,47,79878.83
54,Máster,34,Manufactura,Latinoamérica,Masculino,48,69338.82
40,Bachillerato,19,Educación,EE.UU.,Femenino,35,81768.26
50,Bachillerato,32,Educación,Asia,Otro,37,59436.59
34,Máster,16,Finanzas,Europa,Masculino,46,133529.84
27,Bachillerato,9,Retail,EE.UU.,Femenino,58,51156.89
24,Licenciatura,3,Educación,EE.UU.,Femenino,44,58397.63
44,Licenciatura,25,Retail,EE.UU.,Femenino,56,83093.35
50,Doctorado,25,Salud,EE.UU.,Femenino,37,172062.08
53,Licenciatura,31,Manufactura,EE.UU.,Masculino,55,145919.59
60,Licenciatura,39,Salud,Europa,Masculino,56,156859.62
44,Licenciatura,21,Retail,Asia,Otro,56,46568.07
32,Licenciatura,11,Manufactura,Latinoamérica,Femenino,40,39802.0
56,Licenciatura,34,Retail,Latinoamérica,Femenino,53,48097.03
41,Licenciatura,16,Educación,Europa,Otro,38,73155.07
60,Doctorado,38,Educación,EE.UU.,Otro,46,170882.3
30,Licenciatura,10,Finanzas,Latinoamérica,Otro,45,47363.12
22,Doctorado,4,Manufactura,Asia,Femenino,50,56507.94
57,Licenciatura,38,Tecnología,Latinoamérica,Masculino,46,91587.31
23,Licenciatura,3,Finanzas,Asia,Masculino,51,55867.93
47,Licenciatura,26,Salud,EE.UU.,Femenino,55,141695.4
46,Licenciatura,27,Manufactura,Asia,Masculino,55,66489.21
57,Bachillerato,32,Salud,Latinoamérica,Otro,48,63992.3
57,Licenciatura,32,Educación,Asia,Masculino,56,70913.54
56,Doctorado,33,Tecnología,EE.UU.,Otro,58,195751.79
57,Licenciatura,37,Educación,Asia,Femenino,49,88196.96
23,Licenciatura,2,Manufactura,EE.UU.,Otro,54,58466.56
46,Licenciatura,22,Educación,Asia,Masculino,33,66228.96
60,Licenciatura,36,Manufactura,EE.UU.,Masculino,42,154663.61
29,Máster,10,Finanzas,Europa,Femenino,35,104335.95
59,Bachillerato,35,Manufactura,Asia,Femenino,37,73416.52
40,Bachillerato,17,Tecnología,EE.UU.,Otro,48,100914.49
50,Licenciatura,31,Retail,Asia,Otro,52,53808.58
28,Licenciatura,7,Salud,Latinoamérica,Femenino,52,36652.22
22,Licenciatura,0,Retail,Latinoamérica,Masculino,34,21763.1
43,Licenciatura,20,Manufactura,Asia,Masculino,55,56379.37
59,Bachillerato,35,Manufactura,Europa,Femenino,53,105142.08
47,Licenciatura,28,Tecnología,Europa,Masculino,34,142108.97
51,Máster,27,Manufactura,Latinoamérica,Femenino,31,59901.51
24,Máster,1,Salud,Latinoamérica,Masculino,31,49087.49
43,Máster,19,Finanzas,Asia,Femenino,59,100486.5
59,Licenciatura,37,Tecnología,EE.UU.,Otro,60,205194.5
53,Doctorado,33,Salud,Asia,Femenino,39,128987.05
24,Máster,0,Manufactura,Latinoamérica,Otro,39,32040.08
22,Máster,0,Salud,Asia,Masculino,37,59052.32
57,Máster,39,Tecnología,Europa,Otro,39,178875.19
49,Bachillerato,26,Educación,Latinoamérica,Femenino,32,49324.59
38,Licenciatura,16,Manufactura,Latinoamérica,Femenino,48,44006.52
61,Máster,37,Educación,Europa,Masculino,32,110410.52
22,Bachillerato,2,Salud,Asia,Otro,48,32800.47
53,Licenciatura,32,Educación,EE.UU.,Otro,56,118378.01
44,Licenciatura,22,Retail,Asia,Femenino,38,58706.9
22,Licenciatura,3,Finanzas,Europa,Otro,39,78905.74
24,Licenciatura,0,Educación,Latinoamérica,Femenino,30,25167.85
62,Licenciatura,38,Salud,Asia,Otro,53,97332.42
36,Licenciatura,18,Educación,Asia,Masculino,33,61489.51
26,Máster,2,Retail,Asia,Masculino,47,42393.01
30,Máster,12,Retail,Europa,Otro,54,65313.12
37,Licenciatura,13,Finanzas,Asia,Femenino,58,64480.01
26,Licenciatura,1,Salud,Asia,Femenino,30,42256.64
55,Licenciatura,36,Tecnología,Europa,Femenino,37,162922.2
36,Doctorado,17,Finanzas,EE.UU.,Femenino,60,191017.93
62,Máster,40,Manufactura,EE.UU.,Otro,32,171716.69
31,Bachillerato,7,Finanzas,Asia,Femenino,58,53228.22
54,Licenciatura,29,Finanzas,Latinoamérica,Masculino,48,82003.52
60,Licenciatura,37,Retail,EE.UU.,Femenino,38,99372.42
55,Licenciatura,32,Educación,EE.UU.,Masculino,38,122049.4
50,Bachillerato,25,Salud,EE.UU.,Otro,49,122126.78
45,Licenciatura,21,Manufactura,Asia,Femenino,58,59007.75
52,Bachillerato,34,Tecnología,Europa,Otro,60,140221.87
61,Máster,43,Educación,Latinoamérica,Otro,48,72432.36
36,Licenciatura,16,Salud,Europa,Masculino,45,87454.26
36,Doctorado,11,Salud,Latinoamérica,Otro,51,63341.6
62,Licenciatura,40,Salud,Latinoamérica,Femenino,40,87343.47
23,Licenciatura,2,Tecnología,EE.UU.,Masculino,50,94064.97
25,Licenciatura,1,Finanzas,Europa,Masculino,50,77819.11
48,Licenciatura,26,Retail,Europa,Femenino,59,71659.34
47,Licenciatura,22,Finanzas,Asia,Femenino,35,78554.77
42,Licenciatura,18,Retail,Asia,Femenino,49,43413.34
40,Máster,19,Finanzas,Asia,Femenino,30,96599.09
41,Licenciatura,20,Manufactura,Europa,Otro,43,88257.9
29,Licenciatura,6,Educación,Latinoamérica,Masculino,55,34644.23
29,Bachillerato,4,Tecnología,EE.UU.,Otro,60,76752.51
23,Licenciatura,0,Educación,Europa,Otro,56,40661.42
45,Bachillerato,25,Retail,Asia,Femenino,38,46817.35
25,Bachillerato,6,Tecnología,Latinoamérica,Masculino,38,34432.79
58,Licenciatura,33,Manufactura,Latinoamérica,Femenino,39,59035.75
34,Máster,9,Tecnología,Latinoamérica,Otro,56,50552.57
44,Licenciatura,25,Salud,Asia,Masculino,53,73317.64
59,Licenciatura,40,Retail,EE.UU.,Femenino,53,109944.12
47,Máster,26,Salud,Latinoamérica,Masculino,53,84799.88
37,Licenciatura,13,Tecnología,Latinoamérica,Masculino,50,49425.18
56,Licenciatura,34,Finanzas,Europa,Otro,49,173074.87
27,Licenciatura,9,Tecnología,Europa,Otro,47,101044.61
52,Licenciatura,34,Manufactura,Europa,Femenino,60,123339.58
22,Licenciatura,1,Salud,Latinoamérica,Otro,35,36958.67
34,Bachillerato,10,Retail,Latinoamérica,Otro,39,27968.54
24,Máster,0,Retail,EE.UU.,Femenino,44,65857.7
24,Bachillerato,1,Retail,Latinoamérica,Femenino,60,17146.85
51,Licenciatura,30,Retail,Latinoamérica,Otro,51,53496.03
33,Máster,12,Finanzas,Latinoamérica,Masculino,39,57515.63
22,Máster,0,Tecnología,EE.UU.,Otro,38,98928.59
51,Bachillerato,28,Retail,Europa,Otro,55,85677.53
36,Licenciatura,14,Salud,EE.UU.,Femenino,47,109889.94
44,Máster,24,Tecnología,EE.UU.,Masculino,56,164042.62
36,Licenciatura,12,Educación,Latinoamérica,Masculino,51,39424.85
59,Licenciatura,39,Manufactura,EE.UU.,Femenino,60,141464.94
47,Licenciatura,25,Salud,Latinoamérica,Masculino,52,58373.09
32,Licenciatura,9,Salud,Europa,Femenino,55,86328.84
25,Doctorado,3,Tecnología,Asia,Masculino,38,65553.27
49,Máster,28,Manufactura,Asia,Masculino,38,80721.68
32,Doctorado,11,Tecnología,Asia,Otro,42,97207.43
42,Máster,24,Educación,EE.UU.,Femenino,48,113982.81
32,Licenciatura,14,Tecnología,Asia,Otro,38,74682.62
30,Licenciatura,12,Educación,EE.UU.,Femenino,52,77789.3
64,Bachillerato,40,Educación,Latinoamérica,Otro,40,49117.39
55,Bachillerato,31,Salud,Asia,Otro,32,87579.29
63,Doctorado,45,Manufactura,Europa,Femenino,35,163677.06
46,Licenciatura,26,Finanzas,Asia,Otro,49,104586.36
32,Máster,14,Salud,Asia,Femenino,54,71346.58
58,Licenciatura,39,Tecnología,Europa,Femenino,52,163608.53
47,Bachillerato,24,Tecnología,EE.UU.,Femenino,42,131914.71
22,Licenciatura,0,Tecnología,Europa,Femenino,51,69112.95
32,Máster,10,Tecnología,EE.UU.,Otro,49,120279.32
23,Bachillerato,0,Finanzas,Europa,Femenino,41,47312.31
57,Máster,33,Tecnología,Asia,Otro,41,114995.47
52,Máster,34,Tecnología,Asia,Otro,43,127838.03
61,Bachillerato,42,Educación,EE.UU.,Otro,54,134618.29
22,Licenciatura,4,Manufactura,Latinoamérica,Femenino,48,31174.66
59,Licenciatura,37,Manufactura,Latinoamérica,Masculino,52,73086.64
46,Máster,28,Educación,EE.UU.,Otro,55,129480.5
23,Licenciatura,4,Manufactura,Europa,Femenino,54,61072.94
33,Doctorado,10,Manufactura,Asia,Masculino,43,58000.25
28,Licenciatura,7,Tecnología,Latinoamérica,Otro,39,46948.34
46,Licenciatura,26,Finanzas,EE.UU.,Masculino,54,183713.04
58,Licenciatura,34,Educación,Asia,Femenino,47,83293.85
32,Bachillerato,7,Salud,Europa,Femenino,49,57906.62
34,Licenciatura,11,Educación,EE.UU.,Otro,57,70741.97
61,Bachillerato,40,Finanzas,Latinoamérica,Masculino,45,89492.65
42,Doctorado,22,Salud,Europa,Otro,41,124293.33
28,Bachillerato,3,Manufactura,Latinoamérica,Femenino,54,20869.15
41,Licenciatura,23,Salud,Asia,Masculino,57,71983.34
49,Licenciatura,28,Manufactura,Latinoamérica,Masculino,34,54439.9
53,Máster,35,Tecnología,Asia,Otro,59,113474.63
52,Doctorado,32,Salud,Asia,Femenino,40,134101.56
35,Licenciatura,13,Finanzas,Asia,Masculino,36,71392.24
52,Bachillerato,29,Manufactura,Europa,Otro,37,88319.96
29,Doctorado,8,Manufactura,Asia,Masculino,39,66065.08
33,Licenciatura,10,Retail,Asia,Masculino,50,44439.4
49,Licenciatura,29,Finanzas,Asia,Masculino,53,114837.72
62,Bachillerato,40,Educación,Latinoamérica,Otro,51,54448.93
57,Bachillerato,37,Retail,Asia,Otro,38,65789.59
33,Licenciatura,9,Retail,EE.UU.,Otro,60,72227.07
39,Doctorado,19,Retail,EE.UU.,Otro,49,92625.3
51,Licenciatura,30,Tecnología,Asia,Otro,59,103511.76
57,Licenciatura,32,Retail,EE.UU.,Femenino,55,91172.86
64,Bachillerato,40,Tecnología,Latinoamérica,Femenino,35,85484.95
54,Máster,33,Educación,EE.UU.,Masculino,47,137478.96
56,Máster,34,Tecnología,Asia,Masculino,52,117921.47
50,Licenciatura,26,Retail,Latinoamérica,Masculino,50,40616.43
62,Máster,37,Manufactura,Asia,Masculino,58,84270.09
23,Bachillerato,0,Salud,Latinoamérica,Otro,46,26748.75
47,Máster,27,Tecnología,EE.UU.,Femenino,59,176701.65
41,Licenciatura,17,Manufactura,Latinoamérica,Femenino,36,45324.01
30,Bachillerato,7,Manufactura,Europa,Masculino,40,45954.19
33,Bachillerato,10,Retail,Latinoamérica,Otro,42,21841.55
59,Licenciatura,38,Salud,Asia,Masculino,47,91133.67
32,Bachillerato,10,Educación,Latinoamérica,Femenino,31,28939.88
23,Máster,0,Salud,Europa,Masculino,34,83100.51
40,Bachillerato,18,Finanzas,Latinoamérica,Otro,43,53383.15
26,Licenciatura,4,Salud,Latinoamérica,Femenino,34,42327.86
40,Licenciatura,17,Finanzas,EE.UU.,Otro,35,140106.13
54,Máster,35,Tecnología,Latinoamérica,Masculino,51,83087.36
50,Máster,31,Manufactura,Europa,Femenino,38,134145.8
22,Licenciatura,0,Tecnología,Europa,Masculino,58,64642.21
50,Licenciatura,26,Tecnología,Latinoamérica,Masculino,30,76954.89
42,Máster,22,Retail,Europa,Masculino,36,83051.02
50,Bachillerato,30,Educación,Europa,Masculino,60,99871.31
45,Bachillerato,25,Manufactura,Asia,Masculino,42,56742.64
60,Licenciatura,40,Salud,EE.UU.,Masculino,49,175161.26
28,Máster,9,Manufactura,Europa,Masculino,44,71789.74
65,Máster,47,Retail,Asia,Otro,46,95486.39
50,Licenciatura,25,Manufactura,EE.UU.,Otro,45,108235.51
38,Licenciatura,18,Finanzas,Latinoamérica,Masculino,59,74873.74
48,Máster,25,Finanzas,Latinoamérica,Otro,41,79927.12
23,Máster,0,Manufactura,Asia,Otro,39,49386.73
40,Licenciatura,21,Educación,Latinoamérica,Femenino,45,40066.52
24,Bachillerato,6,Tecnología,Asia,Masculino,57,49486.17
29,Licenciatura,11,Tecnología,Latinoamérica,Masculino,50,46171.22
45,Doctorado,23,Finanzas,Europa,Masculino,51,168059.6
22,Máster,0,Educación,Asia,Femenino,38,40392.6
57,Licenciatura,34,Tecnología,EE.UU.,Otro,45,189305.47
31,Licenciatura,9,Educación,Asia,Masculino,45,48192.37
34,Licenciatura,15,Retail,Latinoamérica,Otro,38,31944.44
50,Máster,31,Manufactura,Latinoamérica,Otro,56,71789.62
26,Bachillerato,3,Finanzas,Europa,Femenino,42,62822.32
43,Máster,23,Finanzas,Latinoamérica,Otro,38,78991.69
41,Licenciatura,20,Retail,Asia,Masculino,34,47518.1
55,Doctorado,35,Tecnología,EE.UU.,Otro,60,198109.03
27,Licenciatura,3,Retail,Asia,Femenino,55,32573.68
31,Licenciatura,12,Salud,EE.UU.,Otro,55,111689.6
61,Licenciatura,41,Retail,Latinoamérica,Femenino,52,49804.57
57,Licenciatura,37,Manufactura,EE.UU.,Femenino,58,144337.3
28,Licenciatura,9,Finanzas,Europa,Otro,38,110041.73
22,Licenciatura,1,Finanzas,Europa,Femenino,55,74741.35
44,Licenciatura,19,Salud,EE.UU.,Otro,49,125256.58
33,Máster,11,Finanzas,Europa,Otro,38,119499.4
29,Doctorado,8,Salud,Latinoamérica,Femenino,50,52627.92
27,Doctorado,6,Retail,Asia,Femenino,45,50736.73
53,Licenciatura,31,Retail,Asia,Femenino,33,68349.03
40,Licenciatura,18,Tecnología,Asia,Otro,60,72614.4
39,Licenciatura,17,Educación,Europa,Otro,46,71056.45
56,Máster,36,Finanzas,Asia,Masculino,60,150521.99
31,Bachillerato,11,Salud,Asia,Otro,37,49220.48
37,Licenciatura,17,Salud,Asia,Otro,52,75573.75
62,Licenciatura,40,Retail,Europa,Masculino,33,92319.34
44,Bachillerato,25,Tecnología,Latinoamérica,Femenino,57,63540.73
60,Licenciatura,39,Finanzas,Latinoamérica,Otro,55,82947.98
45,Bachillerato,27,Salud,EE.UU.,Otro,39,144500.45
43,Máster,18,Manufactura,Asia,Masculino,46,65388.95
42,Licenciatura,20,Manufactura,Europa,Femenino,30,94398.33
23,Licenciatura,1,Manufactura,EE.UU.,Masculino,49,66920.73
46,Máster,21,Manufactura,Latinoamérica,Femenino,40,65062.7
52,Máster,27,Tecnología,Europa,Otro,57,156572.24
24,Licenciatura,1,Educación,Europa,Otro,59,47741.73
23,Licenciatura,1,Educación,Asia,Masculino,53,35872.12
49,Licenciatura,24,Salud,EE.UU.,Otro,55,156191.52
42,Doctorado,22,Tecnología,Asia,Masculino,36,122572.25
35,Licenciatura,16,Tecnología,Europa,Otro,46,96922.73
57,Licenciatura,37,Educación,Latinoamérica,Masculino,39,56111.27
31,Máster,12,Manufactura,Asia,Masculino,52,53751.84
39,Licenciatura,15,Educación,Latinoamérica,Masculino,45,35425.28
31,Licenciatura,9,Retail,EE.UU.,Femenino,32,58796.58
34,Licenciatura,9,Retail,Europa,Masculino,43,63037.58
34,Máster,10,Manufactura,Europa,Masculino,50,79047.58
36,Bachillerato,18,Retail,Asia,Masculino,30,36548.34
44,Bachillerato,25,Retail,Asia,Otro,32,44364.03
24,Máster,4,Manufactura,Europa,Masculino,49,78247.34
32,Licenciatura,11,Educación,Latinoamérica,Femenino,50,40405.12
25,Licenciatura,1,Tecnología,EE.UU.,Femenino,46,92048.53
49,Licenciatura,28,Finanzas,EE.UU.,Masculino,46,190449.98
56,Bachillerato,36,Finanzas,Asia,Masculino,40,108619.53
23,Doctorado,4,Salud,Asia,Masculino,60,75263.02
46,Licenciatura,27,Finanzas,EE.UU.,Otro,37,172629.66
42,Licenciatura,24,Finanzas,Asia,Otro,57,95087.28
35,Máster,17,Manufactura,Asia,Otro,38,61886.8
59,Licenciatura,34,Retail,Latinoamérica,Masculino,54,56941.06
39,Máster,18,Retail,Europa,Masculino,47,85635.09
41,Licenciatura,22,Salud,Europa,Femenino,45,122252.07
40,Licenciatura,22,Finanzas,Latinoamérica,Femenino,30,80809.18
45,Licenciatura,21,Educación,EE.UU.,Masculino,51,84258.55
26,Licenciatura,2,Educación,Europa,Masculino,43,45737.74
37,Bachillerato,17,Finanzas,Latinoamérica,Otro,58,53000.49
49,Doctorado,24,Tecnología,Asia,Masculino,31,102655.74
63,Bachillerato,40,Educación,Latinoamérica,Otro,33,57620.35
24,Licenciatura,5,Educación,Europa,Femenino,49,55012.57
65,Máster,45,Tecnología,Asia,Otro,30,155946.03
56,Licenciatura,31,Finanzas,EE.UU.,Masculino,42,171490.23
62,Licenciatura,44,Salud,EE.UU.,Otro,43,203415.12
43,Licenciatura,22,Finanzas,Europa,Femenino,33,149962.66
61,Licenciatura,41,Finanzas,Latinoamérica,Otro,59,110004.26
53,Licenciatura,29,Finanzas,Latinoamérica,Femenino,42,92535.54
45,Doctorado,26,Retail,Latinoamérica,Otro,49,63365.32
36,Licenciatura,11,Educación,EE.UU.,Otro,50,76646.75
43,Doctorado,21,Tecnología,EE.UU.,Femenino,44,158084.07
54,Doctorado,31,Salud,Asia,Femenino,56,112924.5
27,Máster,3,Salud,Latinoamérica,Masculino,48,40875.39
36,Doctorado,13,Salud,Europa,Femenino,32,118944.17
51,Licenciatura,31,Tecnología,Latinoamérica,Femenino,57,73492.68
65,Máster,44,Retail,Latinoamérica,Otro,52,59992.85
48,Licenciatura,29,Retail,Latinoamérica,Otro,46,52798.65
36,Bachillerato,16,Manufactura,Latinoamérica,Femenino,42,39267.63
59,Máster,40,Salud,EE.UU.,Otro,40,199377.5
65,Licenciatura,41,Educación,Asia,Otro,36,92658.43
53,Máster,33,Tecnología,EE.UU.,Femenino,50,200071.97
41,Doctorado,16,Salud,EE.UU.,Masculino,33,162439.31
61,Licenciatura,42,Manufactura,EE.UU.,Masculino,53,134698.47
24,Máster,1,Tecnología,EE.UU.,Masculino,42,108978.73
37,Licenciatura,12,Manufactura,Asia,Masculino,56,55563.71
55,Máster,32,Retail,Latinoamérica,Femenino,54,49676.27
53,Licenciatura,35,Salud,Europa,Otro,49,164302.61
29,Licenciatura,7,Educación,Europa,Masculino,54,66716.11
25,Licenciatura,6,Finanzas,Latinoamérica,Femenino,34,45548.75
35,Licenciatura,13,Tecnología,EE.UU.,Masculino,36,107113.2
51,Doctorado,28,Finanzas,EE.UU.,Masculino,59,186328.25
60,Máster,36,Manufactura,EE.UU.,Femenino,38,137017.89
